증권종류,회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
"코스닥, 투자주의환기종목",  에스유홀딩스  ,031860,상품 종합 도매업,FLC,1997-01-07,12월,이상욱..,http://su-holdings.com,서울특별시
"코스닥, KOSDAQ150, KRX300",  피에스케이홀딩스   ,031980,특수 목적용 기계 제조업,"Descum, Reflow",1997-01-07,12월,박경수,http://www.pskholding.com,경기도
"유가증권, KTOP30, KOSPI200, KRX300",  SK하이닉스    ,000660,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26,12월,곽노정,http://www.skhynix.com,경기도
유가증권,  MH에탄올 ,023150,알코올음료 제조업,"주정,탄산가스 제조",1996-12-24,12월,최동호,http://www.mhethanol.com,경상남도
유가증권,  국동 ,005320,생활용품 도매업,"셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대",1996-12-24,12월,우혁주,http://www.kd.co.kr,서울특별시
유가증권,  동남합성 ,023450,기초 화학물질 제조업,"계면활성제,정밀화학품 제조,도매/부동산 임대",1996-12-24,12월,김정돈..,http://www.dongnamchem.com,충청남도
"유가증권, KOSPI200, KRX300",  삼성E&A   ,028050,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리",1996-12-24,12월,남궁홍,http://www.samsungena.com,서울특별시
유가증권,  신도리코 ,029530,컴퓨터 및 주변장치 제조업,"복사기, 3D프린터, 프린터, 주변기기 제조,판매",1996-12-24,12월,서동규..,http://www.sindoh.com,서울특별시
유가증권,  예스코홀딩스 ,015360,회사 본부 및 경영 컨설팅 서비스업,지주사업,1996-12-24,12월,구본혁..,http://www.yescoholdings.com,서울특별시
유가증권,  퍼시스 ,016800,가구 제조업,"사무용 가구,의자,책상,캐비넷 제조",1996-12-24,12월,배상돈..,http://www.fursys.co.kr,서울특별시
코스닥,  세보엠이씨 ,011560,건물설비 설치 공사업,"건설관련설비,ACESS FLOOR,소음기,CHAMMBER,PFP UNIT,BY-PASS UNIT,DUCT,철구조물",1996-12-23,12월,김우영..,http://www.sebomec.com,서울특별시
코스닥,  한일단조 ,024740,자동차 신품 부품 제조업,단조품,1996-11-29,12월,박정영,http://www.hifg.co.kr,충청북도
유가증권,  WISCOM ,024070,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공",1996-11-22,12월,구조웅..,http://www.wiscom.co.kr,경기도
유가증권,  동원수산 ,030720,어로 어업,"원양어업/수산물 제조,가공/참치어류 냉동냉장업",1996-11-22,12월,WAN..,http://www.dongwonfish.co.kr,서울특별시
유가증권,  미래산업 ,025560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역",1996-11-22,12월,이창재,http://www.mirae.co.kr,충청남도
유가증권,  다올투자증권 ,030210,금융 지원 서비스업,"금융업, 서비스, 부동산",1996-11-19,12월,이병철..,http://www.daolsecurities.com,서울특별시
코스닥,  양지사 ,030960,인쇄 및 인쇄관련 산업,다이어리,1996-10-24,06월,이현,http://www.yangjisa.com,경기도
유가증권,  HDC ,012630,기타 금융업,지주회사,1996-10-16,12월,정몽규..,http://www.hdc-holdings.com,서울특별시
유가증권,  광전자 ,017900,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",1996-10-16,12월,최재완,http://www.auk.co.kr,전북특별자치도
유가증권,  한국단자공업 ,025540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)",1996-10-16,12월,이창원..,http://www.ket.com,인천광역시
코스닥,  원익홀딩스 ,030530,기초 화학물질 제조업,가스캐비닛,1996-09-24,12월,조남성..,http://www.wonikholdings.kr,경기도
"코스닥, KOSDAQ150",  한글과컴퓨터  ,030520,소프트웨어 개발 및 공급업,오피스소프트웨어,1996-09-24,12월,변성준..,http://www.hancom.com,경기도
코스닥,  메이슨캐피탈 ,021880,기타 금융업,리스수입,1996-09-02,03월,조재형..,http://mason-capital.co.kr,전북특별자치도
코스닥,  광무 ,029480,통신 및 방송 장비 제조업,"네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리",1996-08-27,12월,이상연,http://www.kdccorp.co.kr,서울특별시
코스닥,  대호특수강 ,021040,1차 철강 제조업,냉간압조용선재,1996-08-27,12월,강근욱,http://www.dhstl.co.kr,충청북도
유가증권,  디아이 ,003160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업",1996-07-31,12월,박원호..,http://www.di.co.kr,서울특별시
유가증권,  신성이엔지 ,011930,반도체 제조업,"태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31,12월,이지선,http://www.shinsungeng.com,경기도
유가증권,  티에이치엔 ,019180,기타 전기장비 제조업,"자동차부품(전기배선장치류) 제조,도매",1996-07-31,12월,이광연..,http://www.th-net.co.kr,대구광역시
"유가증권, KOSPI200, KRX300",  한온시스템   ,018880,일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매",1996-07-31,12월,공동대..,http://www.hanonsystems.com,대전광역시
"코스닥, KOSDAQ150, KRX300",  HLB   ,028300,의료용품 및 기타 의약 관련제품 제조업,"의료기기, 의약외품 등",1996-07-27,12월,진양곤..,http://hlbbio.co.kr,세종특별자치시
코스닥,  팜스토리 ,027710,동물용 사료 및 조제식품 제조업,사료,1996-07-06,12월,편명식..,http://www.dodrambnf.co.kr,서울특별시
유가증권,  세원정공 ,021820,자동차 신품 부품 제조업,"자동차부품(차체류,램프류) 제조",1996-07-03,06월,장제상,http://www.se-won.co.kr,대구광역시
유가증권,  영풍제지 ,006740,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03,12월,이영덕,http://www.yp21.co.kr,경기도
유가증권,  유니온 ,000910,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매",1996-07-03,12월,이건영..,http://www.unioncement.com,서울특별시
유가증권,  키다리스튜디오 ,020120,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업",1996-07-03,12월,김영훈..,http://www.kidaristudio.com,서울특별시
유가증권,  한국제지 ,027970,"펄프, 종이 및 판지 제조업","백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사",1996-07-03,12월,안재호,http://www.seha.co.kr,울산광역시
유가증권,  한섬 ,020000,봉제의복 제조업,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",1996-07-03,12월,김민덕,http://www.handsome.co.kr,서울특별시
"유가증권, KOSPI200, KRX300",  현대엘리베이터   ,017800,일반 목적용 기계 제조업,"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수",1996-07-03,12월,조재천,http://www.hyundaielevator.co.kr,충청북도
유가증권,  환인제약 ,016580,의약품 제조업,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매",1996-07-03,12월,이광식..,http://www.whanin.co.kr,서울특별시
코스닥,  삼보판지 ,023600,"펄프, 종이 및 판지 제조업","골판지,골판지상자",1996-05-29,12월,류진호,http://www.isambo.com,경기도
코스닥,  삼목에스폼 ,018310,"구조용 금속제품, 탱크 및 증기발생기 제조업","갱폼,알루미늄폼,특수폼,알루미늄압출재",1996-05-03,12월,엄석호,http://www.sammok.co.kr,경기도
코스닥,  에이스침대 ,003800,가구 제조업,침대,1996-05-03,12월,안성호,http://www.acebed.co.kr,경기도
코스닥,  원익큐브 ,014190,기타 전문 도매업,"MMA,BAM,PC,PP,목재,실란트,디지털인쇄기",1996-04-26,12월,문경수,http://www.wonikcube.com,경기도
유가증권,  계룡건설산업 ,013580,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1996-01-30,12월,오태식..,http://www.krcon.co.kr,대전광역시
유가증권,  서원 ,021050,금속 주조업,"비철금속(황동 빌레트,인코트) 제조,재생원료생산",1996-01-30,12월,조시영..,http://www.swbrass.co.kr,경기도
"유가증권, KOSPI200, KRX300",  에스원   ,012750,"경비, 경호 및 탐정업","부가통신 서비스(경비),안전관리용역,CCTV카메라",1996-01-30,12월,남궁범..,http://www.s1.co.kr,서울특별시
유가증권,  태경산업 ,015890,기초 화학물질 제조업,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영",1996-01-30,12월,김해련..,http://www.taekyung.co.kr,서울특별시
코스닥,  리드코프 ,012700,기타 전문 도매업,화공약품운반,1996-01-19,12월,이재중,http://www.leadcorp.co.kr,서울특별시
코스닥,  유니슨 ,018000,일반 목적용 기계 제조업,"풍력발전기, 풍력타워",1996-01-10,12월,박원서,http://www.unison.co.kr,경상남도
"코스닥, KOSDAQ150",  아난티  ,025980,일반 및 생활 숙박시설 운영업,리조트 운영 및 분양,1996-01-06,12월,이만규,http://www.ananti.kr,충청북도
코스닥,  광진실업 ,026910,1차 철강 제조업,마봉,1996-01-03,12월,허유석..,http://www.kjsteel.co.kr,부산광역시
코스닥,  인터엠 ,017250,영상 및 음향기기 제조업,음향기기,1996-01-03,09월,조남용,http://www.inter-m.co.kr,경기도
유가증권,  신대양제지 ,016590,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입",1995-12-21,12월,권혁홍..,http://www.dygroup.co.kr,경기도
유가증권,  와이투솔루션 ,011690,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매",1995-12-21,12월,강석환,http://www.yuyang.co.kr,경기도
유가증권,  남해화학 ,025860,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매",1995-11-10,12월,김창수,http://www.nhchem.co.kr,서울특별시
유가증권,  동원금속 ,018500,자동차 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매",1995-11-10,03월,이은우..,http://www.dwmic.com,경상북도
유가증권,  성안머티리얼스 ,011300,직물직조 및 직물제품 제조업,"제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입",1995-11-10,12월,성동훈,http://www.startex.co.kr,대구광역시
"코스닥, KOSDAQ150, KRX300",  성우하이텍   ,015750,자동차 신품 부품 제조업,자동차범퍼,1995-11-04,12월,이명근..,http://www.swhitech.co.kr,부산광역시
코스닥,  대신정보통신 ,020180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","디지털서비스, SI서비스, 산업용 PDA",1995-10-06,03월,이재원..,http://www.dsic.co.kr,광주광역시
"코스닥, KOSDAQ150",  서부T&D  ,006730,일반 및 생활 숙박시설 운영업,석유류판매,1995-10-06,12월,승만호,,서울특별시
"유가증권, KOSPI200, KRX300",  HMM   ,011200,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,김경배,http://www.hmm21.com,서울특별시
유가증권,  경인양행 ,012610,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",1995-10-05,12월,김흥준..,http://www.kyungin.co.kr,인천광역시
유가증권,  풀무원 ,017810,기타 식품 제조업,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출",1995-10-05,12월,이효율,http://www.pulmuone.co.kr,충청북도
유가증권,  서울도시가스 ,017390,연료용 가스 제조 및 배관공급업,"도시가스공급,가스공급설비공사",1995-08-18,12월,공동대..,http://www.seoulgas.co.kr,서울특별시
유가증권,  이구산업 ,025820,1차 비철금속 제조업,"동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대",1995-08-18,12월,안월환..,http://www.leeku.net,경기도
코스닥,  동신건설 ,025950,토목 건설업,토목,1995-08-07,12월,김근한..,http://www.dongsin.biz  ,경상북도
"코스닥, KOSDAQ150, KRX300",  동화기업   ,025900,나무제품 제조업,"PB, MDF, 표면재,온돌마루, 창호, 도어 등",1995-08-07,12월,채광병,http://www.dongwha.co.kr,인천광역시
유가증권,  에넥스 ,011090,가구 제조업,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매",1995-07-08,12월,박진규,http://www.enex.co.kr,서울특별시
유가증권,  에이프로젠 ,007460,기타 금속 가공제품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대",1995-07-08,12월,김재섭,http://www.aprogen.com,경기도
유가증권,  제이준코스메틱 ,025620,기타 화학제품 제조업,화장품 제조 판매,1995-07-08,12월,고병철,http://www.jayjun.kr,서울특별시
유가증권,  한국카본 ,017960,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매",1995-07-08,12월,조문수..,http://www.hcarbon.com,경상남도
코스닥,  신라에스지 ,025870,음·식료품 및 담배 도매업,수산물도매,1995-07-07,12월,권기서,http://www.sisfood.co.kr,서울특별시
코스닥,  케이씨피드 ,025880,동물용 사료 및 조제식품 제조업,사료,1995-07-07,12월,정한식..,http://www.kcfeed.co.kr,경상북도
"코스닥, 투자주의환기종목",  한탑  ,002680,"곡물가공품, 전분 및 전분제품 제조업","소맥분(밀가루),배합사료",1995-07-07,12월,하상경,http://www.hantop.com,부산광역시
코스닥,  한국선재 ,025550,1차 철강 제조업,철강선재류,1995-06-19,12월,대표이..,http://www.ehansun.co.kr,부산광역시
코스닥,  DH오토웨어 ,025440,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..,1995-05-22,12월,김진우..,http://www.dseltec.co.kr,서울특별시
"코스닥, KOSDAQ150",  시노펙스  ,025320,전자부품 제조업,"전자부품, 필터",1995-04-20,12월,손경익,http://www.synopex.com,경상북도
코스닥,  PN풍년 ,024940,생활용품 도매업,압력솥,1995-01-04,12월,유재원,http://www.pn.co.kr,경기도
코스닥,  삼천리자전거 ,024950,생활용품 도매업,자전거,1995-01-04,12월,신동호,http://www.samchuly.co.kr,서울특별시
코스닥,  메디앙스 ,014100,상품 종합 도매업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",1995-01-03,12월,박수찬,http://www.medience.co.kr,서울특별시
